Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000024687,Osbp,Gene Expression,0.005342312974102814,0.23579363795764907,0.8142869931836132,195,0.034032951135494635,191
ENSMUSG00000019935,Slc17a8,Gene Expression,0.005342151437555733,0.2372113596189671,0.8158751261328654,1288,0.2385586326031428,1076
ENSMUSG00000024620,Pdgfrb,Gene Expression,0.0053369012749380435,0.23708670776787244,0.815827304703917,414,0.07664466709266438,376
ENSMUSG00000068299,Nat8f4,Gene Expression,0.005336590127879437,0.23503942482445872,0.8131148266524912,99,0.01840038798078461,96
ENSMUSG00000039062,Anpep,Gene Expression,0.005333863163352743,0.23798059698386642,0.8177346128612591,1767,0.3243419973215082,1422
ENSMUSG00000044708,Kcnj10,Gene Expression,0.005331452108114996,0.23615249367327307,0.8147660836035413,159,0.030001850546026804,154
ENSMUSG00000080316,Spaca6,Gene Expression,0.005330555038518928,0.23699055238897238,0.8156421316185055,195,0.03765616621997636,192
ENSMUSG00000091387,Gcnt4,Gene Expression,0.005326667033032868,0.23589615069506387,0.8144949902919905,105,0.020773296893460257,102
ENSMUSG00000034586,Hid1,Gene Expression,0.005326601089671752,0.23655927871382953,0.8150424139730365,157,0.029184005400666964,151
ENSMUSG00000017299,Dnttip1,Gene Expression,0.005323738977660942,0.2386418064022069,0.8191299210131345,812,0.14591140013603834,718
ENSMUSG00000044667,Plppr4,Gene Expression,0.005323197381001991,0.22544119258061635,0.7946337955499382,22,0.004478950043029517,22
ENSMUSG00000007837,Prrg2,Gene Expression,0.005318190372974467,0.2388932549657372,0.8195549012297411,513,0.09627397267835372,478
ENSMUSG00000022008,Gpalpp1,Gene Expression,0.005317752960515008,0.23914767079035237,0.8197121616051938,770,0.14844733766593157,704
ENSMUSG00000025731,Mettl26,Gene Expression,0.005317312001539632,0.2394667469746956,0.8198298480503344,6008,1.0942920276227948,3207
ENSMUSG00000021466,Ptch1,Gene Expression,0.0053170082052323275,0.2393174051384923,0.8197121616051938,1101,0.20684936011595,949
ENSMUSG00000047033,Pcdhb15,Gene Expression,0.005315069698824376,0.21453713351959536,0.774789095010771,14,0.0026083358951535587,13
ENSMUSG00000022678,Nde1,Gene Expression,0.005313867148226226,0.2392783168838708,0.8197121616051938,547,0.10894684954716677,515
ENSMUSG00000030166,Rad52,Gene Expression,0.005310665946976632,0.2384335415842629,0.8187068291510974,190,0.03601164440326624,187
ENSMUSG00000047843,Bri3,Gene Expression,0.00530952228932283,0.24013237441488977,0.8210276763141678,5997,1.0982765654016682,3222
ENSMUSG00000000058,Cav2,Gene Expression,0.005304567310830238,0.23985104074252694,0.8203569953521478,428,0.07790606222064152,383
ENSMUSG00000040663,Clcf1,Gene Expression,0.005303400607633634,0.23713580282369673,0.815850503624374,91,0.016571270340934443,87
ENSMUSG00000046338,Gpat2,Gene Expression,0.005300759964411103,0.23970225799892209,0.8202842853714079,251,0.05067031642698745,242
ENSMUSG00000017288,Vps53,Gene Expression,0.0052986549330374475,0.24092323760694478,0.8221617678643607,1271,0.24822345878911775,1116
ENSMUSG00000028330,Ncbp1,Gene Expression,0.005297399051445139,0.24090911207929633,0.8221617678643607,904,0.17386055205653703,808
ENSMUSG00000030590,Fam98c,Gene Expression,0.005296496112549852,0.24086505284518256,0.8221617678643607,665,0.12232269050783175,608
ENSMUSG00000005161,Prdx2,Gene Expression,0.00529618958890918,0.24126904014468975,0.8223211126152203,4279,0.7777170670819341,2701
ENSMUSG00000034724,Cnot6l,Gene Expression,0.005296172580428433,0.24112353366140526,0.8222274081996194,1285,0.23715479278602927,1094
ENSMUSG00000073684,Faap20,Gene Expression,0.005295411658737276,0.24077193775502637,0.8221617678643607,478,0.08685445783413642,443
ENSMUSG00000078350,Smim1,Gene Expression,0.005294185136553058,0.24061343926043732,0.8221617678643607,332,0.06294292603064985,317
ENSMUSG00000039768,Dnajc11,Gene Expression,0.005292910719053836,0.24141392865132083,0.8223442100106797,1413,0.26333967173393197,1180
ENSMUSG00000018548,Trim37,Gene Expression,0.005288044891176363,0.24136445884475188,0.8223211126152203,455,0.08382619274998958,429
ENSMUSG00000064037,Gpn1,Gene Expression,0.0052868707102177205,0.24151516025621134,0.8225435876972063,467,0.08758596183977198,434
ENSMUSG00000074781,Ube2n,Gene Expression,0.005286263765112536,0.24161932267065844,0.8226074606936892,521,0.09697712486156657,488
ENSMUSG00000024127,Prepl,Gene Expression,0.0052841921173130985,0.24085969402523166,0.8221617678643607,213,0.03887560528333016,204
ENSMUSG00000033498,Strc,Gene Expression,0.005283999220565712,0.19892120430073867,0.7457802955323335,7,0.001207272158856212,7
ENSMUSG00000031982,Arv1,Gene Expression,0.00528319638614827,0.23974461540990633,0.8202842853714079,119,0.02229734323117375,116
ENSMUSG00000032652,Crebl2,Gene Expression,0.005280825520628522,0.242315303992636,0.8241030545215655,808,0.14944604038488912,723
ENSMUSG00000039683,Sdk1,Gene Expression,0.005276737569519067,0.22835258304210693,0.8002102614408051,19,0.003918630726678059,19
ENSMUSG00000032180,Tmed1,Gene Expression,0.005273953694240738,0.24262732488527838,0.8247273970822513,453,0.08538662423569345,432
ENSMUSG00000026110,Mgat4a,Gene Expression,0.0052694682035764155,0.24081875590526436,0.8221617678643607,108,0.02068383039493024,107
ENSMUSG00000028811,Yars,Gene Expression,0.005269135322243328,0.24336584914866943,0.8259789680631189,883,0.16458303075202899,798
ENSMUSG00000092074,Dynlt1a,Gene Expression,0.005267193992252342,0.23934834197898924,0.8197121616051938,64,0.012113208207265745,64
ENSMUSG00000031465,Angpt2,Gene Expression,0.005266514683971075,0.2409762415699621,0.8221617678643607,108,0.020592319489976665,105
ENSMUSG00000019087,Atp6ap1,Gene Expression,0.005264709108506835,0.2439677140539569,0.8270444615860537,4570,0.8309466855606598,2735
ENSMUSG00000032398,Snapc5,Gene Expression,0.005263436797868988,0.24280177045471563,0.8248836868199624,230,0.04237405366000686,219
ENSMUSG00000030966,Trim21,Gene Expression,0.005261481709133903,0.24338143709319748,0.8259789680631189,338,0.06462722627022204,315
ENSMUSG00000039637,Coro7,Gene Expression,0.005260345123712662,0.24403391222057857,0.8270444615860537,817,0.1510279122448748,716
ENSMUSG00000003848,Nob1,Gene Expression,0.0052563310354035615,0.24315710654445555,0.8256540354954781,224,0.04233264455170613,210
ENSMUSG00000079215,Zfp664,Gene Expression,0.0052551936083721894,0.24454327668134246,0.8278799892289455,915,0.16606899203876951,812
ENSMUSG00000067714,Lpar5,Gene Expression,0.005253542410089949,0.23860759579979307,0.8191299210131345,48,0.009019935249106931,46
ENSMUSG00000006585,Cdt1,Gene Expression,0.005250961944494533,0.24387894860741866,0.8269389521254543,223,0.039202667982306476,215
ENSMUSG00000021555,Naa35,Gene Expression,0.005250865971172963,0.24477294104574154,0.8282916545008774,644,0.11992440881293834,589
ENSMUSG00000019808,Adat2,Gene Expression,0.005250601424625467,0.2441416968104615,0.8270444615860537,282,0.052199154225186756,271
ENSMUSG00000020167,Tcf3,Gene Expression,0.005248251700480403,0.2435144838072445,0.8262849218916595,153,0.028818267252538235,149
ENSMUSG00000029123,Stk32b,Gene Expression,0.005246986029333814,0.22801450360506492,0.7994618461857237,18,0.0030793367346511158,18
ENSMUSG00000031928,Mre11a,Gene Expression,0.005246897975599771,0.24372362610539922,0.8265577833923072,157,0.02925448948433257,155
ENSMUSG00000047394,Odf3b,Gene Expression,0.005245011789381803,0.2450542168305785,0.82873269597335,423,0.08104266816292191,397
ENSMUSG00000035239,Neu3,Gene Expression,0.005244449951758072,0.24324882027915695,0.8258198845677478,117,0.021609326249580847,115
ENSMUSG00000029414,Kntc1,Gene Expression,0.005242748968497337,0.23815300846439968,0.8179441528874758,35,0.006776319194263302,35
ENSMUSG00000056228,Cars2,Gene Expression,0.0052419921574865394,0.24550539199143406,0.8293879982341273,664,0.1187210842317024,592
ENSMUSG00000019254,Ppp1r12c,Gene Expression,0.005240867383357652,0.2457612475955233,0.8299444325957971,821,0.15381489183373598,731
ENSMUSG00000028107,Tars2,Gene Expression,0.005240755458899965,0.2456896287142316,0.8298648637422836,664,0.12242265317778023,599
ENSMUSG00000035960,Apex1,Gene Expression,0.005237181403371838,0.2462086051178758,0.8311805749010939,1279,0.235541154208099,1101
ENSMUSG00000026670,Uap1,Gene Expression,0.005234980353442534,0.24647379749434917,0.8314929529130732,2124,0.38906223450487293,1620
ENSMUSG00000090817,Gm4450,Gene Expression,0.0052343902364193765,0.2327360502382647,0.8087863019481637,20,0.004485760426102034,20
ENSMUSG00000046793,Gpr61,Gene Expression,0.005233823653741033,0.22572182308982125,0.794998204565209,16,0.0036334722093147257,16
ENSMUSG00000022240,Ctnnd2,Gene Expression,0.005230882882245021,0.23656243246240183,0.8150424139730365,34,0.005965474806338189,33
ENSMUSG00000046352,Gjb2,Gene Expression,0.005228219770551955,0.2470778156079967,0.8320734199400069,13506,2.477476141101218,4374
ENSMUSG00000066357,Wdr6,Gene Expression,0.005226936857018049,0.24639060642012556,0.8313884447403818,335,0.06344846499684223,321
ENSMUSG00000032334,Loxl1,Gene Expression,0.0052268903733812535,0.24548319092790427,0.8293879982341273,193,0.036009028925719264,173
ENSMUSG00000027650,Tti1,Gene Expression,0.005225545981338514,0.24670731615116992,0.8316981153342642,459,0.08595476349351372,431
ENSMUSG00000001415,Smg5,Gene Expression,0.005224465894415577,0.24704795939965063,0.8320734199400069,627,0.11934947774033079,578
ENSMUSG00000021252,Erg28,Gene Expression,0.005220670902096562,0.2477864331616093,0.8337310151951233,5791,1.082523300670204,3188
ENSMUSG00000029012,Orc5,Gene Expression,0.0052164897879977265,0.24773540434318608,0.83370494302285,621,0.11729193071999876,580
ENSMUSG00000031538,Plat,Gene Expression,0.0052150279935359945,0.2389716012145242,0.8196776983966133,30,0.005378530935783829,29
ENSMUSG00000042333,Tnfrsf14,Gene Expression,0.005210977521882049,0.24806135627868264,0.83436457237581,525,0.09974328785383775,485
ENSMUSG00000022750,Klhl22,Gene Expression,0.00520906327688342,0.24848368405871746,0.8353475054141491,712,0.13265059110956226,658
ENSMUSG00000001054,Rmnd5b,Gene Expression,0.005206562436545355,0.24845908038839126,0.8353475054141491,484,0.09398762951584386,456
ENSMUSG00000046589,Lrrc8e,Gene Expression,0.005205645941876514,0.22935548231108038,0.8021195816554724,17,0.002908929021767756,16
ENSMUSG00000028688,Toe1,Gene Expression,0.005204837157389562,0.24814347029283024,0.8344950538147327,270,0.04938189013861872,263
ENSMUSG00000024875,Yif1a,Gene Expression,0.005204690667888451,0.24886473688142452,0.8358373907582415,1674,0.3210687673611312,1366
ENSMUSG00000063931,Pepd,Gene Expression,0.005203773362857722,0.2489765326361828,0.8358373907582415,813,0.14867471694494422,721
ENSMUSG00000020941,Map3k14,Gene Expression,0.005201847056224333,0.24795039428995036,0.8341369970672919,215,0.04209310966397819,209
ENSMUSG00000024213,Nudt3,Gene Expression,0.005198786155779204,0.249526477719902,0.8369542992022414,1170,0.21914137625106028,1007
ENSMUSG00000024985,Tcf7l2,Gene Expression,0.005198608119699073,0.2495017400583439,0.8369542992022414,972,0.18530792690308873,864
ENSMUSG00000002603,Tgfb1,Gene Expression,0.005197274306067357,0.24961440324274986,0.8371034557216384,1022,0.18848203941963754,888
ENSMUSG00000037652,Phc3,Gene Expression,0.005195152865363322,0.24952643733065072,0.8369542992022414,541,0.10193319725974292,498
ENSMUSG00000036158,Prickle1,Gene Expression,0.005194530126767635,0.24871735318513588,0.8355640493178175,236,0.04342517988598201,227
ENSMUSG00000027770,Dhx36,Gene Expression,0.005192939036209365,0.24993716247534037,0.8375323565028359,830,0.15294835906730067,737
ENSMUSG00000049692,Tmem239,Gene Expression,0.005192316515764347,0.22866731189624012,0.8007507319335693,15,0.0026828090278745503,15
ENSMUSG00000038578,Susd1,Gene Expression,0.005190632124159579,0.2489454705713694,0.8358373907582415,209,0.03826117998985369,204
ENSMUSG00000025199,Chuk,Gene Expression,0.0051879918062692374,0.25062836909400943,0.8391889925009393,3067,0.5672513336505101,2199
ENSMUSG00000023972,Ptk7,Gene Expression,0.00518769875300819,0.23519351308820724,0.8133810848506529,24,0.004587455976070852,24
ENSMUSG00000041134,Cyyr1,Gene Expression,0.005186490861235483,0.2504270879276569,0.8388066414102686,711,0.13409682309248705,640
ENSMUSG00000032192,Gnb5,Gene Expression,0.005186299487007246,0.24675413093906862,0.8317005833300732,75,0.0134433874108238,73
ENSMUSG00000068037,Mas1,Gene Expression,0.005185942625529533,0.2440800726574892,0.8270444615860537,44,0.008854883006720242,43
ENSMUSG00000022336,Eif3e,Gene Expression,0.005184937899109537,0.2509155546616646,0.8394210367224114,5709,1.0555202904551633,3153
ENSMUSG00000030917,Tmem159,Gene Expression,0.005184456782909589,0.2485701556064288,0.8354923935520221,115,0.022117537277086433,114
ENSMUSG00000021258,Ccnk,Gene Expression,0.005184410851576563,0.250589995640752,0.8391889925009393,647,0.11601272314180673,594
ENSMUSG00000025854,Fam20c,Gene Expression,0.005183443892904925,0.2509996331593898,0.8394891615987601,2638,0.4985475828436332,1935
ENSMUSG00000042742,Bmt2,Gene Expression,0.005182605686811915,0.250805788098291,0.8394210367224114,775,0.1467076272498898,693
ENSMUSG00000018160,Med1,Gene Expression,0.005181957122075652,0.2510363500527797,0.8394891615987601,1264,0.23017730402040926,1069
ENSMUSG00000075002,Gm813,Gene Expression,0.0051810276324097525,0.2394841174780269,0.8198298480503344,24,0.004681003763425452,24
ENSMUSG00000029394,Cdk2ap1,Gene Expression,0.005179357575800165,0.2502828048439061,0.8384691599492458,275,0.053172553836365904,259
ENSMUSG00000015013,Trappc2l,Gene Expression,0.005178672986988028,0.2508867784111426,0.8394210367224114,470,0.08532841614817306,439
ENSMUSG00000022749,Tbc1d23,Gene Expression,0.005177206629397392,0.2510900753612497,0.8394891615987601,544,0.10378168809538076,500
ENSMUSG00000030319,Cand2,Gene Expression,0.005175530415003307,0.23651172239058615,0.8150424139730365,22,0.0038925260526730906,22
ENSMUSG00000063015,Ccni,Gene Expression,0.005174468387112673,0.2517977943914136,0.8407663223022708,2526,0.4598100645687368,1844
ENSMUSG00000021335,Slc17a1,Gene Expression,0.0051708862724813365,0.25111023979297387,0.8394891615987601,293,0.053217670090184716,271
ENSMUSG00000025089,Gfra1,Gene Expression,0.005170259155256825,0.2522011382688154,0.8409469493633703,4186,0.7975643249464698,2633
ENSMUSG00000050445,Cyp8b1,Gene Expression,0.005169991674200898,0.25151735750735726,0.8400940079321586,360,0.06789327251113111,342
ENSMUSG00000020734,Grin2c,Gene Expression,0.00516964071243264,0.22954861670063975,0.8022654619521516,14,0.0028381704850905434,14
ENSMUSG00000001627,Ifrd1,Gene Expression,0.005166539494843985,0.2523764025273745,0.8410267017278605,1196,0.2170368432415261,1005
ENSMUSG00000020747,Tmem94,Gene Expression,0.005163956450115147,0.25253067760961145,0.8410267017278605,965,0.17543231790871117,842
ENSMUSG00000020900,Myh10,Gene Expression,0.005163398920089087,0.2520844882515061,0.8409445845469757,397,0.07154051104167194,366
ENSMUSG00000036376,Abt1,Gene Expression,0.005163212477672637,0.252505166125953,0.8410267017278605,709,0.1341711240640622,654
ENSMUSG00000063689,Hist2h2ab,Gene Expression,0.005162953415349797,0.24356991461913968,0.826327450741192,43,0.007360637098043565,43
ENSMUSG00000033228,Scaf11,Gene Expression,0.005162650667941801,0.252779782588914,0.8414768503243317,1632,0.29697042568641396,1315
ENSMUSG00000026463,Atp2b4,Gene Expression,0.0051614488530427795,0.25199918228985196,0.8409445845469757,337,0.06451872906645253,313
ENSMUSG00000028865,Cd164l2,Gene Expression,0.005160548184457951,0.2365100019303792,0.8150424139730365,21,0.0038361614389778487,21
ENSMUSG00000024537,Psmg2,Gene Expression,0.005160462113175971,0.2528211873527151,0.8414768503243317,893,0.1620627748856992,792
ENSMUSG00000028293,Slc35a1,Gene Expression,0.005158502388254922,0.2528405756983456,0.8414768503243317,640,0.11896160040549486,585
ENSMUSG00000071856,Mcc,Gene Expression,0.00515648610494117,0.25322023952249273,0.8420130284691485,995,0.1853862818919066,879
ENSMUSG00000035133,Arhgap5,Gene Expression,0.005155712694814913,0.2534681089620494,0.8424009977460245,2953,0.5398579718123299,2084
ENSMUSG00000038301,Snx10,Gene Expression,0.0051554320380951734,0.2534434317388139,0.8424009977460245,1904,0.35078575409992924,1492
ENSMUSG00000030774,Pak1,Gene Expression,0.005154968185368661,0.2523639676991807,0.8410267017278605,242,0.045869672337854724,234
ENSMUSG00000042210,Abhd14a,Gene Expression,0.005154259813490976,0.2528932066279639,0.8415066227801812,387,0.07123080036842241,363
ENSMUSG00000001249,Hpn,Gene Expression,0.005153468334917644,0.25360792551021527,0.842429637713964,18245,3.3299144825475335,4585
ENSMUSG00000090059,Olfr1062,Gene Expression,0.0051518222007194275,0.2337211582813361,0.8107636722444405,16,0.0026681468030807787,16
ENSMUSG00000021216,Tubal3,Gene Expression,0.005151721189395087,0.1903390762645878,0.7313986886265219,5,0.000720555718832412,5
ENSMUSG00000028982,Slc25a33,Gene Expression,0.0051504137854847835,0.25373005415336536,0.8424305216368595,931,0.17157003611745922,820
ENSMUSG00000072501,Phf20l1,Gene Expression,0.005149169960917003,0.25383379853156374,0.8424305216368595,967,0.17903222113161132,835
ENSMUSG00000045817,Zfp36l2,Gene Expression,0.005148629929646147,0.2541001629791384,0.8424666849341037,3109,0.5728734310029068,2188
ENSMUSG00000021079,Timm9,Gene Expression,0.005146307847877528,0.25424780476023523,0.8425211531216947,1777,0.33726848816077226,1459
ENSMUSG00000052676,Zmat1,Gene Expression,0.005144585340978341,0.2533285393518283,0.8422277620873782,252,0.04785903912606613,243
ENSMUSG00000038628,Polr3k,Gene Expression,0.005142449543913047,0.2544493983665692,0.8430441624931584,1019,0.18992283465274518,896
ENSMUSG00000030020,Prickle2,Gene Expression,0.00513967964785819,0.2535908104135314,0.842429637713964,202,0.038776191119597084,197
ENSMUSG00000038304,Cd160,Gene Expression,0.005134459494582,0.24872160404860955,0.8355640493178175,50,0.010196436250434118,49
ENSMUSG00000063506,Arhgap22,Gene Expression,0.0051312601954537716,0.2512302215388591,0.8395988475890082,81,0.015523182804571269,78
ENSMUSG00000046556,Zfp319,Gene Expression,0.005129969762140615,0.2546509978706051,0.843283187130721,262,0.04860518617868919,245
ENSMUSG00000010755,Cars,Gene Expression,0.005128077294473046,0.25571317692171025,0.8446164141020069,1008,0.18758758375497245,879
ENSMUSG00000033177,Tmprss7,Gene Expression,0.0051276483758115185,0.226055043512706,0.794998204565209,11,0.0018408242746058478,11
ENSMUSG00000075132,Olfr1173,Gene Expression,0.005127247435312783,0.24076529567715754,0.8221617678643607,20,0.0039355420719305685,20
ENSMUSG00000026966,Ssna1,Gene Expression,0.005127004640348086,0.2558916896118377,0.8449162867659977,1343,0.2565847385812011,1127
ENSMUSG00000006215,Zbtb17,Gene Expression,0.0051268481989464616,0.2552473087223699,0.8438010825328662,345,0.06400563760590823,326
ENSMUSG00000098923,Tmem185b,Gene Expression,0.005125401966468751,0.2547107460895197,0.843283187130721,205,0.03673583139536909,199
ENSMUSG00000033356,Pus7l,Gene Expression,0.005125250122715377,0.2538844649200871,0.8424305216368595,126,0.024516669978238502,125
ENSMUSG00000015749,Anp32e,Gene Expression,0.005124409687607562,0.2560916215516389,0.8452759647496073,1129,0.21615740399000874,973
ENSMUSG00000024155,Meiob,Gene Expression,0.005124029952130649,0.25423933717465497,0.8425211531216947,157,0.0298305803556364,150
ENSMUSG00000036246,Gmip,Gene Expression,0.005123309088607749,0.25551279080413836,0.8442440633379275,337,0.0651675077206282,325
ENSMUSG00000061371,Zfp873,Gene Expression,0.005121609490046162,0.2542127270675083,0.8425211531216947,123,0.02296193851396119,119
ENSMUSG00000019977,Hbs1l,Gene Expression,0.005119564867424794,0.2566426724393396,0.8462355014034574,1859,0.33970664471562656,1495
ENSMUSG00000022847,Thpo,Gene Expression,0.005115927365741759,0.25689726949710456,0.8469300192234682,1405,0.2666948345866072,1188
ENSMUSG00000021361,Tmem14c,Gene Expression,0.005112877120968092,0.25730858136880874,0.8477008766113601,5545,1.0242111735690758,3128
ENSMUSG00000008855,Hdac5,Gene Expression,0.005112072975193506,0.2572474954669688,0.8477008766113601,1306,0.24611741191308395,1118
ENSMUSG00000035621,Midn,Gene Expression,0.005110705947297881,0.25743644455269354,0.8477008766113601,2131,0.400975738728204,1611
ENSMUSG00000039886,Tmem120a,Gene Expression,0.005108790207783435,0.25736926742224564,0.8477008766113601,856,0.16270281611349696,754
ENSMUSG00000052565,Hist1h1d,Gene Expression,0.005107133637891911,0.2577617876936138,0.8482503330290838,2127,0.40602333688441417,1643
ENSMUSG00000052707,Tnrc6a,Gene Expression,0.005106979641998478,0.2575897666226219,0.8480519012906453,932,0.17807918399212533,818
ENSMUSG00000028252,Ccnc,Gene Expression,0.005104738634264457,0.25770397401397727,0.8482503330290838,743,0.13456272930711813,673
ENSMUSG00000057596,Trim30d,Gene Expression,0.005104024272074607,0.2569934385808952,0.8471020888747064,254,0.048957626359123395,248
ENSMUSG00000032387,Rbpms2,Gene Expression,0.005103765774282305,0.2580873922321436,0.8484708258220887,2677,0.489453975374545,1931
ENSMUSG00000022769,Sdf2l1,Gene Expression,0.005103523318154298,0.2580584830975705,0.8484708258220887,1791,0.32581002969464856,1424
ENSMUSG00000006740,Kif5b,Gene Expression,0.00510329760617822,0.25801740723518085,0.8484708258220887,1422,0.25522642177049665,1166
ENSMUSG00000020929,Eftud2,Gene Expression,0.005102807447539403,0.2579293076998641,0.8484708258220887,806,0.14964240099978682,730
ENSMUSG00000028037,Ifi44,Gene Expression,0.005102156933377821,0.25729236521922116,0.8477008766113601,318,0.05828594811539562,297
ENSMUSG00000025784,Clec3b,Gene Expression,0.005101517519476321,0.25213389107399076,0.8409445845469757,45,0.008055950487526786,45
ENSMUSG00000025213,Kazald1,Gene Expression,0.005100882483112501,0.25479083576535344,0.843283187130721,83,0.014836199505369277,82
ENSMUSG00000020541,Tom1l1,Gene Expression,0.005099908596305402,0.2580155207326609,0.8484708258220887,594,0.1044031665420769,539
ENSMUSG00000059488,Olfr727,Gene Expression,0.00509920830203178,0.23759431101418227,0.8165529372107391,14,0.002512287060867761,14
ENSMUSG00000041328,Pcf11,Gene Expression,0.005099155713578838,0.25834057644271047,0.8484935249814036,1112,0.21149274317213973,964
ENSMUSG00000040054,Baz2a,Gene Expression,0.005098706781908848,0.25827013756244366,0.8484708258220887,823,0.15285371076082097,730
ENSMUSG00000051236,Msrb3,Gene Expression,0.0050987021163911815,0.25814981746108767,0.8484708258220887,580,0.10785076172829032,530
ENSMUSG00000057230,Aak1,Gene Expression,0.0050972087063987075,0.25824244850517486,0.8484708258220887,542,0.1026531396230604,505
ENSMUSG00000039206,Daglb,Gene Expression,0.005094057606414774,0.25881982051194274,0.8494881926259249,1107,0.20190118656821063,967
ENSMUSG00000048186,Bend7,Gene Expression,0.005093508175642254,0.2582896185755452,0.8484708258220887,344,0.06566098326269935,334
ENSMUSG00000021819,Zswim8,Gene Expression,0.0050913501065577745,0.25901959928191154,0.8497095607914615,938,0.16992227509248156,840
ENSMUSG00000032698,Lmo2,Gene Expression,0.005090944828251732,0.2586621487470713,0.8492045936584299,462,0.09085953760948978,428
ENSMUSG00000025332,Kdm5c,Gene Expression,0.005090427484314556,0.25921757126853695,0.8498690897586854,1565,0.28740456757468336,1274
ENSMUSG00000048277,Syngr2,Gene Expression,0.005089817831111024,0.25934951823830543,0.8498968420115316,2997,0.5520459127527595,2110
ENSMUSG00000035093,Secisbp2l,Gene Expression,0.00508811007285367,0.25947024726084456,0.8499172398470735,2153,0.3982145581207722,1649
ENSMUSG00000041058,Wwp1,Gene Expression,0.005087673013720048,0.2595241242163986,0.8499172398470735,2490,0.45464044756647337,1808
ENSMUSG00000022471,Xrcc6,Gene Expression,0.0050861233939909775,0.25927617989382545,0.8498690897586854,620,0.1104598466868513,562
ENSMUSG00000035325,Sec31a,Gene Expression,0.005085730410550418,0.25974134511091296,0.8501949925015322,5741,1.0573208909934033,3167
ENSMUSG00000026415,Fcamr,Gene Expression,0.005085582223159774,0.24314897768445665,0.8256540354954781,18,0.0035630077068560338,18
ENSMUSG00000028719,Cmpk1,Gene Expression,0.0050847979583056105,0.2598216383698433,0.8502470466361483,4937,0.9392922131639987,2972
ENSMUSG00000027434,Nkx2-2,Gene Expression,0.005083877852469176,0.2507215384268253,0.839355056433079,32,0.006378498532880202,32
ENSMUSG00000059883,Irak4,Gene Expression,0.005083593286466827,0.25938553362330863,0.8498968420115316,496,0.09219512070532154,461
ENSMUSG00000030509,Asb7,Gene Expression,0.005078839598128744,0.25928882523551855,0.8498690897586854,269,0.04700363844677256,258
ENSMUSG00000023257,Cypt1,Gene Expression,0.005077981537797873,0.21221398611584474,0.7697002475145014,6,0.0011988849493612306,6
ENSMUSG00000062397,Zfp706,Gene Expression,0.005075923704177785,0.26054875240103614,0.8515355645573734,1792,0.3288961170744442,1438
ENSMUSG00000073468,Sft2d1,Gene Expression,0.0050759100547047185,0.25998535049926996,0.8502470466361483,427,0.08368457705877888,398
ENSMUSG00000025269,Apex2,Gene Expression,0.0050739615913912685,0.2601429867042948,0.8504980232323202,427,0.08243095460044814,405
ENSMUSG00000042626,Shc1,Gene Expression,0.005073149772336822,0.26084696190763434,0.8518533343193567,2759,0.4978643778343911,1971
ENSMUSG00000021013,Ttc8,Gene Expression,0.005072175642018837,0.26002208128191606,0.8502470466361483,309,0.05616335968449729,298
ENSMUSG00000043153,Crppa,Gene Expression,0.005069917453944282,0.25893070024780185,0.8496524910624716,139,0.026744772481497113,136
ENSMUSG00000030474,Siglece,Gene Expression,0.005068549906268607,0.25962531805661593,0.8501041138406583,249,0.0488335440454788,237
ENSMUSG00000020063,Sirt1,Gene Expression,0.005065843488207427,0.26090779129246355,0.8518533343193567,404,0.07211736834669226,375
ENSMUSG00000052139,Babam2,Gene Expression,0.0050642553283156665,0.26147315334975474,0.8528204119499365,1052,0.19270561242306955,899
ENSMUSG00000042729,Wdr74,Gene Expression,0.005063867263452538,0.2614021618289779,0.8527332503491281,786,0.145653772537221,707
ENSMUSG00000022710,Usp7,Gene Expression,0.0050627859728896865,0.2616870531598321,0.8533735745755622,1496,0.27473057439215487,1245
ENSMUSG00000031077,Fadd,Gene Expression,0.005060166147027418,0.2609997601179901,0.8518533343193567,271,0.04978066324787733,259
ENSMUSG00000051339,2900026A02Rik,Gene Expression,0.005059771506775141,0.2620459080471331,0.8539655433449376,2514,0.4652098100883755,1858
ENSMUSG00000005899,Smpd4,Gene Expression,0.005058318484935896,0.26099088078560895,0.8518533343193567,277,0.05185905615141085,256
ENSMUSG00000102222,Pcdhga10,Gene Expression,0.005051426931655169,0.26072414133142185,0.8518533343193567,145,0.025762652143365566,143
ENSMUSG00000019961,Tmpo,Gene Expression,0.005051212912703542,0.26273225482322493,0.8540124724840867,1464,0.26807087736024643,1193
ENSMUSG00000036948,Map11,Gene Expression,0.005050687337495826,0.262417327311288,0.8540124724840867,531,0.10285032318340091,496
ENSMUSG00000028284,Map3k7,Gene Expression,0.005049298247176346,0.26255430680678193,0.8540124724840867,1279,0.2574230540362275,1107
ENSMUSG00000022148,Fyb,Gene Expression,0.005048536248059101,0.26280652062325816,0.8540124724840867,835,0.15751168051645822,738
ENSMUSG00000057469,E2f6,Gene Expression,0.005047669695694562,0.2627285928567382,0.8540124724840867,571,0.0992359085618676,526
ENSMUSG00000035021,Baz1a,Gene Expression,0.005047226748757198,0.2627354529647081,0.8540124724840867,552,0.10018054949941031,504
ENSMUSG00000026427,Eif2d,Gene Expression,0.00504567681623825,0.2631785370011246,0.8540124724840867,1161,0.21947459613844697,994
